id,name,area,employer,salary_from,salary_to,salary_currency,published_at,experience,employment,schedule,key_skills,specialization,professional_roles
125088961,Senior Product Manager / Product Lead (iGaming),Алматы,Частная компания “Automated Communication Solutions Ltd.”,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Удаленная работа,,,Менеджер продукта
121387082,Менеджер по продажам продуктов крупному бизнесу (декретная позиция),Алматы,Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel),,,,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
125764011,Regional Group Product Manager (Pharma),Алматы,ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,,,,2025-09-25,Более 6 лет,Полная занятость,Полный день,,,Менеджер продукта
126125545,Продуктолог,Астана,Jana Men,200000,,KZT,2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
126220701,Главный менеджер по продвижению продуктов,Астана,Национальные информационные технологии,400000,400000,KZT,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
125873721,IT Project/Product Manager,Астана,Zoftify Eesti OÜ,,,,2025-09-29,От 3 до 6 лет,Полная занятость,Удаленная работа,,,Менеджер продукта
126227600,Менеджер по продажам (продукт премиум cегмента),Астана,KEPLER-4228,400000,800000,KZT,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
126009049,AI Продукт-инженер,Астана,Resolving,250000,350000,KZT,2025-10-01,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
126091378,Старший менеджер по управлению изменениями,Астана,Freedom Telecom Operations,,,,2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
126259297,International Product Manager,Астана,DauInvest,,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
125977671,Product manager (Менеджер продукта),Астана,Documentolog,,,,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
125114216,Старший менеджер центра цифрового развития,Астана,Фонд социального медицинского страхования,600000,,KZT,2025-09-09,От 3 до 6 лет,Полная занятость,Полный день,,,Менеджер продукта
126300389,Менеджер по онлайн-заказам,Астана,GARDEN1,300000,,KZT,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
126153274,Менеджер отдела развития,Астана,BI Group,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,Менеджер продукта
125553424,Сомелье,Астана,"ProVino Astana (Федина, ИП)",400000,,KZT,2025-09-20,От 3 до 6 лет,Полная занятость,Сменный график,,,Менеджер продукта
126076253,Product manager,Астана,IT Холдинг Kazdream,,,,2025-10-02,От 3 до 6 лет,Полная занятость,Полный день,,,Менеджер продукта
125825947,Менеджер продукта,Астана,Частная компания QazX Ltd.,800000,,KZT,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,Менеджер продукта
125105902,Менеджер по продукту (Product Manager),Астана,Galamat Integra,500000,600000,KZT,2025-09-09,От 1 года до 3 лет,Полная занятость,Полный день,,,Менеджер продукта
